date,open,high,low,close,volume,SMA_short,SMA_long,RSI,Signal
2018-06-22,7239.72021484375,7239.75,7177.4599609375,7197.509765625,3956300000,6929.056201171875,6824.541662597656,56.457124191480204,0
2018-06-25,7131.0498046875,7144.2900390625,6976.9599609375,7038.169921875,2423190000,6937.252802734375,6828.931913248698,37.85761524950052,0
2018-06-26,7061.22998046875,7108.4501953125,7040.06005859375,7068.2001953125,2068870000,6945.113203125,6833.0352498372395,41.8680374980266,0
2018-06-27,7096.60009765625,7128.77001953125,6968.2998046875,6969.669921875,2319650000,6948.17919921875,6836.24433186849,33.89378255518577,0
2018-06-28,6963.3701171875,7055.25,6950.22998046875,7031.60009765625,2208870000,6952.147001953125,6839.396915690104,41.654549227510614,0
2018-06-29,7071.490234375,7101.830078125,7031.39990234375,7040.7998046875,2208820000,6957.4651953125,6842.431665039063,42.763631002328786,0
2018-07-02,6979.5400390625,7099.27001953125,6969.16015625,7097.81982421875,1777880000,6966.066591796875,6845.9306640625,49.389030641652546,0
2018-07-03,7121.7099609375,7122.4501953125,7009.509765625,7014.5498046875,1171420000,6973.381591796875,6848.8630777994795,41.57930123372414,0
2018-07-05,7064.0,7105.5400390625,7025.25,7101.0498046875,1754690000,6985.221591796875,6852.134407552084,50.596087226027755,0
2018-07-06,7114.169921875,7217.0,7106.10009765625,7207.330078125,1718600000,6999.08939453125,6855.874324544271,59.19416436188132,0
2018-07-09,7251.18017578125,7277.580078125,7221.31982421875,7276.0,1844440000,7011.616396484375,6860.364823404948,63.72630305537641,0
2018-07-10,7287.0498046875,7297.7900390625,7257.490234375,7282.60009765625,1735230000,7024.141396484375,6864.300826009115,64.15150296831251,0
2018-07-11,7221.66015625,7271.1201171875,7220.22998046875,7243.97998046875,1768480000,7036.909599609375,6867.905826822916,59.60862406580688,0
2018-07-12,7276.3798828125,7368.72021484375,7274.16015625,7366.25,1930830000,7050.595400390625,6872.338492838541,67.66383209354643,0
2018-07-13,7372.27978515625,7387.740234375,7348.9599609375,7375.81982421875,1727500000,7065.222197265625,6876.251326497396,68.21508468141195,0
2018-07-16,7381.02978515625,7390.64013671875,7346.33984375,7357.89990234375,1739360000,7079.510595703125,6879.538326009115,65.8784277299356,0
2018-07-17,7291.47998046875,7418.43017578125,7288.2998046875,7403.89013671875,1752210000,7092.20599609375,6883.576159667969,68.9148011834797,0
2018-07-18,7407.25,7411.25,7368.35986328125,7390.1298828125,1881110000,7103.57119140625,6887.524743652344,66.93466278165499,0
2018-07-19,7364.66015625,7388.990234375,7344.330078125,7352.35986328125,1886300000,7114.3087890625,6890.269657389323,61.54166167415909,0
2018-07-20,7379.1298828125,7398.58984375,7343.3701171875,7350.22998046875,1796530000,7123.449189453125,6893.2855753580725,61.23254124794049,0
