date,close,equity
2018-03-12,12418.3896484375,1666.6666666666667
2018-03-13,12221.0302734375,1666.6666666666667
2018-03-14,12237.740234375,1666.6666666666667
2018-03-15,12345.5595703125,1666.6666666666667
2018-03-16,12389.580078125,1666.6666666666667
2018-03-19,12217.01953125,1666.6666666666667
2018-03-20,12307.330078125,1666.6666666666667
2018-03-21,12309.150390625,1666.6666666666667
2018-03-22,12100.080078125,1666.6666666666667
2018-03-23,11886.3095703125,1666.6666666666667
2018-03-26,11787.259765625,1666.6666666666667
2018-03-27,11970.830078125,1666.6666666666667
2018-03-28,11940.7099609375,1666.6666666666667
2018-03-29,12096.73046875,1666.6666666666667
2018-04-03,12002.4501953125,1666.6666666666667
2018-04-04,11957.900390625,1666.6666666666667
2018-04-05,12305.1904296875,1666.6666666666667
2018-04-06,12241.26953125,1666.6666666666667
2018-04-09,12261.75,1666.6666666666667
2018-04-10,12397.3203125,1666.6666666666667
2018-04-11,12293.9697265625,1666.6666666666667
2018-04-12,12415.009765625,1666.6666666666667
2018-04-13,12442.400390625,1666.6666666666667
2018-04-16,12391.41015625,1666.6666666666667
2018-04-17,12585.5703125,1665.8337497917712
2018-04-18,12590.830078125,1666.5299355725153
2018-04-19,12567.419921875,1663.4313530370528
2018-04-20,12540.5,1659.8682157864037
2018-04-23,12572.3896484375,1664.0891490708825
2018-04-24,12550.8203125,1661.2342186328399
2018-04-25,12422.2998046875,1644.2231659639115
2018-04-26,12500.4697265625,1654.5697844201786
2018-04-27,12580.8701171875,1665.2116290783063
2018-04-30,12612.1103515625,1669.3466055220508
2018-05-02,12802.25,1694.5136051633895
2018-05-03,12690.150390625,1679.6760326101712
2018-05-04,12819.599609375,1696.81001002427
2018-05-07,12948.1396484375,1713.8236478613408
2018-05-08,12912.2099609375,1709.0679725466096
2018-05-09,12943.0595703125,1713.1512456275066
2018-05-10,13022.8701171875,1723.7150182077341
2018-05-11,13001.240234375,1720.8520737484498
2018-05-14,12977.7099609375,1717.7375924289115
2018-05-15,12970.0400390625,1716.7223968993972
2018-05-16,12996.330078125,1720.2021624774543
2018-05-17,13114.6103515625,1735.8578114893303
2018-05-18,13077.7197265625,1730.9749459019936
2018-05-22,13169.919921875,1743.178619893343
2018-05-23,12976.83984375,1717.6224231881683
2018-05-24,12855.08984375,1694.4508917885164
2018-05-25,12938.009765625,1694.4508917885164
2018-05-28,12863.4599609375,1694.4508917885164
2018-05-29,12666.509765625,1694.4508917885164
2018-05-30,12783.759765625,1694.4508917885164
2018-05-31,12604.8896484375,1694.4508917885164
2018-06-01,12724.26953125,1694.4508917885164
2018-06-04,12770.75,1694.4508917885164
2018-06-05,12787.1298828125,1694.4508917885164
2018-06-06,12830.0703125,1694.4508917885164
2018-06-07,12811.0498046875,1694.4508917885164
2018-06-08,12766.5498046875,1694.4508917885164
2018-06-11,12842.91015625,1694.4508917885164
2018-06-12,12842.2998046875,1694.4508917885164
2018-06-13,12890.580078125,1694.4508917885164
2018-06-14,13107.099609375,1694.4508917885164
2018-06-15,13010.5498046875,1694.4508917885164
