date,close,equity
2018-01-02,2695.81005859375,1666.650008329169
2018-01-03,2713.06005859375,1666.8631956944457
2018-01-04,2723.989990234375,1666.998275307728
2018-01-05,2743.14990234375,1667.2350666805703
2018-01-08,2747.7099609375,1667.2914230212723
2018-01-09,2751.2900390625,1667.3356680892696
2018-01-10,2748.22998046875,1667.2978497803308
2018-01-11,2767.56005859375,1667.5367441818419
2018-01-12,2786.239990234375,1667.7676036259006
2018-01-16,2776.419921875,1667.6462404664587
2018-01-17,2802.56005859375,1667.9692982563163
2018-01-18,2798.030029296875,1667.9133130383204
2018-01-19,2810.300048828125,1668.0649543795241
2018-01-22,2832.969970703125,1668.3451248673828
2018-01-23,2839.1298828125,1668.4212532982774
2018-01-24,2837.5400390625,1668.4016049156535
2018-01-25,2839.25,1668.4227377891023
2018-01-26,2872.8701171875,1668.8382383226383
2018-01-29,2853.530029296875,1668.5992202135587
2018-01-30,2822.429931640625,1668.2148638147655
2018-01-31,2823.81005859375,1668.2319203729617
2018-02-01,2821.97998046875,1668.1926446711902
2018-02-02,2762.1298828125,1666.7463776986192
2018-02-05,2648.93994140625,1664.0111628820396
2018-02-06,2695.139892578125,1665.127576490887
2018-02-07,2681.659912109375,1664.8018351586866
2018-02-08,2581.0,1662.3694062730758
2018-02-09,2619.550048828125,1663.3009613514207
2018-02-12,2656.0,1664.1817679431574
2018-02-13,2662.93994140625,1664.3494703937881
2018-02-14,2698.6298828125,1665.2119114846166
2018-02-15,2731.199951171875,1665.9989613977696
2018-02-16,2732.219970703125,1666.0236099884519
2018-02-20,2716.260009765625,1665.6379403689969
2018-02-21,2701.330078125,1665.2771612244314
2018-02-22,2703.9599609375,1665.3407118751807
2018-02-23,2747.300048828125,1666.3880173961263
2018-02-26,2779.60009765625,1667.1685423352978
2018-02-27,2744.280029296875,1666.3150391609086
2018-02-28,2713.830078125,1665.5792215027784
2018-03-01,2677.669921875,1664.688759416325
2018-03-02,2691.25,1665.185888530949
2018-03-05,2720.93994140625,1666.272755200541
2018-03-06,2728.1201171875,1666.5356015844955
2018-03-07,2726.800048828125,1666.4872775315189
2018-03-08,2738.969970703125,1666.9327847245609
2018-03-09,2786.570068359375,1668.6752926973456
2018-03-12,2783.02001953125,1668.5453352247487
2018-03-13,2765.31005859375,1667.8970225184562
2018-03-14,2749.47998046875,1667.3175271245218
2018-03-15,2747.330078125,1667.2388251436614
2018-03-16,2752.010009765625,1667.41014450218
2018-03-19,2712.919921875,1665.9791644588577
2018-03-20,2716.93994140625,1666.1263262595444
2018-03-21,2711.929931640625,1665.9429236534536
2018-03-22,2643.68994140625,1663.444846277544
2018-03-23,2588.260009765625,1661.415709730131
2018-03-26,2658.550048828125,1663.9888337257642
2018-03-27,2612.6201171875,1662.3074659132183
2018-03-28,2605.0,1662.0285144907093
2018-03-29,2640.8701171875,1663.3416203090069
2018-04-02,2581.8798828125,1661.1654925843409
2018-04-03,2614.449951171875,1662.7780781244537
2018-04-04,2644.68994140625,1664.2752985308416
2018-04-05,2662.840087890625,1665.1739353850444
2018-04-06,2604.469970703125,1662.2839565887866
2018-04-09,2613.159912109375,1662.7142066484894
2018-04-10,2656.8701171875,1664.8783545368701
2018-04-11,2642.18994140625,1664.1515203488066
2018-04-12,2663.989990234375,1665.2308685136952
2018-04-13,2656.300048828125,1664.8501297268065
2018-04-16,2677.840087890625,1665.9166044772549
2018-04-17,2706.389892578125,1667.3301416459253
2018-04-18,2708.639892578125,1667.4415420097569
2018-04-19,2693.1298828125,1666.6736216849026
2018-04-20,2670.139892578125,1665.5353580064163
2018-04-23,2670.2900390625,1665.5427919499662
2018-04-24,2634.56005859375,1663.7737551393377
2018-04-25,2639.39990234375,1664.0133819636212
2018-04-26,2666.93994140625,1665.3769243509541
2018-04-27,2669.909912109375,1665.5239713806861
2018-04-30,2648.050048828125,1664.4416617260906
2018-05-01,2654.800048828125,1664.7592044800874
2018-05-02,2635.669921875,1663.5719721309729
2018-05-03,2629.72998046875,1663.2033341911083
2018-05-04,2663.419921875,1665.2941613129192
2018-05-07,2672.6298828125,1665.8657395144583
2018-05-08,2671.919921875,1665.8216787200017
2018-05-09,2697.7900390625,1667.427200736434
2018-05-10,2723.070068359375,1668.996101384159
2018-05-11,2727.719970703125,1669.284678375637
2018-05-14,2730.1298828125,1669.434239621194
2018-05-15,2711.449951171875,1668.2749467854828
2018-05-16,2722.4599609375,1668.9582375858968
2018-05-17,2720.1298828125,1668.8136309069791
2018-05-18,2712.969970703125,1668.36928052217
2018-05-21,2733.010009765625,1669.6129828097094
2018-05-22,2724.43994140625,1669.081116899185
2018-05-23,2733.2900390625,1669.630361671897
2018-05-24,2727.760009765625,1669.2871632347467
2018-05-25,2721.330078125,1668.8881160739488
2018-05-29,2689.860107421875,1666.9350622685042
2018-05-30,2724.010009765625,1669.054434966916
2018-05-31,2705.27001953125,1667.8914148425406
2018-06-01,2734.6201171875,1669.6962491418954
2018-06-04,2746.8701171875,1670.6057401420126
2018-06-05,2748.800048828125,1670.7490263018485
2018-06-06,2772.35009765625,1672.4974799721751
2018-06-07,2770.3701171875,1672.350477978972
2018-06-08,2779.030029296875,1672.9934259075667
2018-06-11,2782.0,1673.213928897371
2018-06-12,2786.85009765625,1673.5740203396608
2018-06-13,2775.6298828125,1672.7409848768223
2018-06-14,2782.489990234375,1673.2503078123352
2018-06-15,2779.659912109375,1673.040191029942
2018-06-18,2773.75,1672.6014145503534
2018-06-19,2762.590087890625,1671.7728562135717
