date,open,high,low,close,volume,SMA_short,SMA_long,RSI,Signal
2018-06-22,2760.7900390625,2764.169921875,2752.679931640625,2754.8798828125,5468110000,2714.8283935546874,2718.0669962565103,52.745024735756616,0
2018-06-25,2742.93994140625,2742.93994140625,2698.669921875,2717.070068359375,3663280000,2716.0437939453127,2718.2441630045573,41.765756853345685,0
2018-06-26,2722.1201171875,2732.909912109375,2715.60009765625,2723.06005859375,3568900000,2716.948193359375,2718.327496337891,43.762952650017475,0
2018-06-27,2728.449951171875,2746.090087890625,2699.3798828125,2699.6298828125,3803990000,2716.8129931640624,2718.1244954427084,38.23863431089282,0
2018-06-28,2698.68994140625,2724.340087890625,2691.989990234375,2716.31005859375,3461100000,2716.966396484375,2717.900830078125,43.68842148227549,0
2018-06-29,2727.1298828125,2743.260009765625,2718.030029296875,2718.3701171875,3586800000,2717.471201171875,2717.6563313802085,44.341637327941484,0
2018-07-02,2704.949951171875,2727.260009765625,2698.949951171875,2726.7099609375,3095040000,2718.6026025390624,2717.4514973958335,47.02096645636632,0
2018-07-03,2733.27001953125,2736.580078125,2711.159912109375,2713.219970703125,1911460000,2719.461201171875,2717.159747314453,43.383039150775055,0
2018-07-05,2724.18994140625,2737.830078125,2716.02001953125,2736.610107421875,2980160000,2721.5022021484374,2716.9018310546876,50.52983868296427,0
2018-07-06,2737.679931640625,2764.409912109375,2733.52001953125,2759.820068359375,2590250000,2723.91060546875,2716.6816650390624,56.40986886527224,0
2018-07-09,2775.6201171875,2784.64990234375,2770.72998046875,2784.169921875,3070060000,2726.255205078125,2716.7462483723957,61.57054998408442,0
2018-07-10,2788.56005859375,2795.580078125,2786.239990234375,2793.840087890625,3080140000,2728.73380859375,2716.67358194987,63.422604993731255,0
2018-07-11,2779.820068359375,2785.909912109375,2770.77001953125,2774.02001953125,2986180000,2731.2532080078126,2716.473498535156,57.324614321684905,0
2018-07-12,2783.139892578125,2799.219970703125,2781.530029296875,2798.2900390625,2834230000,2734.1230078125,2716.3734151204426,62.12665666934667,0
2018-07-13,2796.929931640625,2804.530029296875,2791.68994140625,2801.31005859375,2619790000,2737.435810546875,2716.109582519531,62.68926562026724,0
2018-07-16,2797.360107421875,2801.18994140625,2793.389892578125,2798.429931640625,2819860000,2740.8098095703126,2715.7704162597656,61.74720925245873,0
