,date,action,price,pnl
0,2018-08-17,buy,12210.5498046875,0.0
1,2018-09-03,sell (SL),12345.079140625,29.662841432985005
2,2019-05-10,buy,12059.830078125,0.0
3,2019-05-16,sell (SL),12064.16271484375,-23.11814815969219
4,2022-12-23,buy,13940.9296875,0.0
5,2023-01-19,sell (SL),14964.31576171875,335.5638687506933
